ID	SCORE
00126b0bf297dad93d48db5382b0	-0.503
00130c4e527106384dfe554534ec	-1.256
00159a76fa36c5b9bcc108a8b658	1.157
00200b28ac95a677216fa33af35f	0.207
00229e3549ecd0cb51f074940ab2	-0.292
00571d16b8868052ee4746995c49	1.128
00579a416debaa68953b5f4b4f20	1.098
00745ccacda1f1568d8142edb95d	-0.424
00909fc87b8df4323f4e3e7b756b	-1.389
00923d0289a5188c31afafea7d71	2.303
00941a5792198090adc4395eb874	0.912
00941f7c3bc4e5356a89b73c6df8	-1.634
00957fd82e48b1a484d9ed3dfc39	1.133
003228c17a6eba14e909aaa51cc8	1.16
003287b3451e451bdb24f29dae42	-0.062
005222c292796a98fa1c79c5cf19	1.435
005845b6f65071e4eb14d4cf11b4	-1.204
006786a911505724f68680084a67	-1.244
006859d89f2ea7ecb9f33cb06e58	-0.321
007392b06156b96c63651397cef5	2.172
008058f3e7996f3bb7bc70c82e98	-1.363
008857d5c81186fb6014aef9878f	-1.571
009006d40d3c36fb5889f58dd2d1	-0.196
009168d8e599bd37bf72c054b330	-0.431
009530e0e14ff45132e3618bbb42	-0.251
009672d69c62904c337eaec4a7e6	-0.442
0028963cf4bb50c8fe0fb44544a4	-0.012
0067950ec58ccebf680a54bdd9ba	0.724
0075535d4547885899670ccfde02	0.412
0096140bf2767597d9cd8b3cad5f	0.044
00549088cc32925e87ed113dd6a9	-0.778
00727597b816f24a40d6978eae3b	0.269
00890078c7630dfb52e629b1e1e6	-1.188
001343389b75a00a1115d0a76ac3	-1.327
007892693b5c4eec8ae47756e69c	-0.761
009392550e5d1654599cf3015838	-2.37
009566394bb2e913f50dfcda86fa	-2.099
0014482704a52d97ce1661fa2fe0	-0.867
0098101137671f8174e906d7f381	0.427
00803325903358e641977f1b053e	1.406
00a9bd32503bbc3920354fc22db3	-1.206
00a34becfc3c60948e0c3b48086e	-0.75
00a72eaa53ca9f5c2141e93a56b6	-0.498
00a2423b053351d11606b9f53d85	-0.62
00a895623a11590d7b655d57bc3f	0.186
00abc715cc0ed92c3baf83e4325b	1.007
00ad8fdeb1697015bb135c1e94a7	-0.067
00ad29e1bb933fcb4fc8d9a92180	1.305
00b4ffbd8352b7d1470919d0911c	-0.71
00b7ffb981b5459a6ac60247ccb3	-0.013
00b21bcd42912bd72c0f3b9766e3	-1.788
00b862eea79ddcc25b95eff3af53	0.151
00b28444bc644a69badb7f1cdf5a	-2.388
00ba95410dcdac07463cc0961dbe	0.247
00bc70951b7590c2c2c16c9cbdd8	0.302
00be7f431465c5340f546827a1c5	0.774
00bf6911cd516d8a3f7829fdae20	1.035
00c1b039deebaf64b75954be557b	0.906
00c9bb2bc9d822eb97f82340a2e3	-3.163
00c545b3d120ce796d6fa8aca04a	-0.204
00c6822025a6d12351a575499c6c	-0.689
00cb641622cdc1a3e96baeaefbcb	-0.595
00cd61c06fa6cf72ffae68c4718e	-0.12
00cdda462680341b4eaae6a4cca6	1.183
00d03ac665f38a6f8d68667f5043	0.207
00d3d68f1f83161952239085f3b1	-1.7
00d3e958762d176b4bda13e61ab9	0.73
00d7c85d3d5bdade824ae6b98dc5	-0.436
00d11cf14d9341ee1ca13113541c	0.848
00d93f7101620473b58941fc02c5	-0.463
00d191090e0f7aa38920a8295812	-1.186
00d9600352941fa2d3567cdb7944	-1.408
00d2039339519272f20de98f9f73	-0.461
00dbef673e8d0deef6aee5695376	-0.533
00e0cd54ed0f5d26619f6b09a4ec	0.609
00e4f7e6d703906a0c36a6c82b85	-0.974
00e6bc79dc60b44d7d95ec2b7feb	-0.723
00e7b0ff3d8e05ad7f396d9eed5f	0.482
00e9f33c841e5bcba2b42cea4117	0.666
00e48e124f8018562851b21975d5	-0.13
00e447d3b3df14debe8fb27fba61	-1.274
00e681ddbe6192c0921909d78c69	0.923
00e941b0b75ceb0649b2d23c7c11	0.502
00e6003e06027d587b789ef1f9cb	-0.35
00e66040638820aa092e46b14a44	-2.178
00eb1b27a3db79dd025bfe4e1f53	0.726
00eb9ba5e50d97564d4009e3cd44	-0.019
00f07ceb55fcc2026ebe84b61074	0.12
00f4a4023f97a76b437fecad67a5	0.861
00f6a543c55359fa5758ff44c5a0	0.635
00f9adc19021896f03a9653d28d7	-0.939
00f11d9b74629ef7f7cea9e0f123	-1.549
00f35b7a74a8bda3281b3cbc760e	-0.82
00f65c422f769b6873aacf8b84f8	-0.762
00f10391a2b485f1bf2ffc35ce21	0.895
00f27959f0d6a819032441ccd35d	1.319
00faae2d6d0e03090d0611a70211	0.046
00fb12dbf6373f52b309eab19684	-0.858
00fe108e9b5d852d2064f4d1fee4	-0.15
00fecafe75e9577eefe42df1ed1b	-1.488
00ffdba76eac769cf242860efcf1	-0.478
01a6ca0ec1d18670437fb6bf71ea	-0.613
01a6e7c81f033db816896a3fae1c	0.828
01a7a9adda46f61e00e50d8af874	1.599
01a58ab39ca87ef26e12a4cfde84	0.918
01a257f11e2e1b8336a5ed34657a	0.314
01adb9e98151e29db2137e3e685f	1.653
01b2d2be191192f7951efc7788c0	-0.2
01b5e2fdc9a0efa80f8856f0114b	1.111
01b58de66221946f87c20250b6cf	-0.719
01b678f8006ced342957d9282025	1.919
01bc88b71ba6684fe9606053a55b	-1.677
01c005e65fa4c4fc8ce4d94d4365	0.406
01c3af1c0fa50d96693368083511	0.27
01c9f09b13473368894fb06ebe21	-0.823
01c10dd8649ea53b1f6d5d6b74a6	-1.666
01c56edd80ae4c263364346bfb33	0.212
01c84e5a3b178ebf4ded0a81b2d2	-1.583
01c159ffc1fe3d7d614872b440fa	0.293
01c490c8bf7215132942f97e95bb	0.736
01c6788b97c7c5699a49fbb6f082	-1.042
01c421573d4105277cb29fe44416	-0.991
01c3307877f256b0117e515bc240	0.053
01cc8714a0b23f41921f7b99b808	-0.684
01d4b7def2c7bdf8f015dbac8d35	-1.199
01d18b591b3a9ed2b63d9919fc55	-0.202
01d97bd13ef0950cebad0f2eb086	1.773
01d598b5f23ff21b0e446c593075	0.635
01e2ddbcdf683541448802f0a84d	2.189
01e6ad5d67ed816a892889f786ca	0.567
01e9a8c34190b81873ade2f7e14a	3.583
01e9e116e67edeffef38c0d8ec8c	1.086
01e18f07068d8ad6b6880da0f2b5	0.069
01e97f0e3201135769f790d1ed41	-0.003
01e71868da543c3981ddd5b7ce8a	-0.657
01e323984a663e86949c4a3f2b48	1.819
01eb4a2a6931b0fc6849a998bde6	-1.525
01ec0de06a75844424fc7cd901e8	-0.212
01ed96d8edd6329e7bab11c1b357	-1.17
01ed601841bd4112f01ba46b91c6	0.356
01f2aed5c6eccf87fcc7d633edfc	-1.862
01f2b75da254dc9769ec30192121	-0.456
01f3fff0cf80d5ad3938d7ef7665	0.117
01f4cd4f86381b5e18af9903d931	-0.315
01f25b869c3e317403a57f5c7621	-3.375
01f69a2f3049274ebbda84bdd9ac	-0.78
01f152a1ccfa2fc135f7e2c8d674	0.159
01f4908f03e8c3a5eced628bc38a	0.973
01fcac06b10b13920517f2211654	-1.285
01fdc49d63d8ce29ef666a765c7f	-1.241
01fe196c01af79fb69c38289e695	0.09
01fe5679247f56a5f0b8f20c69dc	-0.876
01ff7532e14bc5d5acf65021d07b	-0.464
02a7e032cd77e4f5ab344cfcb3c7	-0.335
02a7431ceb84976b054c4e2af764	-1.169
02a9579a4c07170c1ef89b73142d	-1.011
02ac474d3d9343d2ec4f901c5fec	-0.285
02adc9cf6ce27ec4282c9b5670a6	-0.21
02af6f7e648b1e58671b64dc036a	0.875
02b0aecdc88170772c61fef9c464	0.478
02b1c6c0ac84c5c2b918bd497770	0.923
02b2ff3c11219f684add279001b5	-0.367
02b6bd6ecee26e3f7b99caeb04a9	0.309
02b6c298fadb4d6f75a59903f685	1.126
02b86cec940de47cdb8bbe2439b9	-0.941
02b971058de2d95b05469b5490bb	0.336
02ba0830a8c463af0b20bf9472bd	-1.743
02ba3e39f5e205daf183609b155e	-0.277
02bc2dc02bef3f5ef6faac53f04a	-2.004
02c3fae83027622e7f35849970ec	-0.892
02c6b73dfcd3248412cf99e0a298	-0.651
02c35e8028ded0c476559b0a5b36	-0.724
02c39f34ac249c41faffad523713	-0.199
02c7400e63ea39c8610f72586054	1.447
02c421407718a537b7fbd41bff55	-1.656
02c3211032008b79b903a8b047d6	-1.945
02cc1c7b551f03f8796f71c2216c	-1.286
02cdd8d89a55763fc876c32a0284	-0.174
02d44f104b85bad6dbe07d6a0dbf	-0.635
02db1bfb831e930efa622bfa1ecb	-1.361
02db7b09fd135e88e4857d4d808d	-0.702
02dc73b5db2e212cdacc735034dd	0.267
02dd4c3dda16b25da402d6f7f930	0.14
02dd32df643a8b19a3245c3cfa6c	-0.099
02df0cf540033caac8f5372023a3	1.165
02e2b53ef7455e981e15f3dd60a7	-0.247
02e18578f6c364207f05d822f787	-0.618
02e58038c2279af58574590f0479	0.378
02ec7a9a057cb4586c9131a47d56	-1.231
02eda86f3c473e93218b48900b46	-0.638
02f7bad67cd7a17c60bbd028c59c	0.84
02f35b53b4b283f3df0e6de992ea	-0.975
02f530fba912b2d9334099517a62	-3.415
02f731b83c1bd26bbd69bf0a6ca4	-0.692
02f11204d00324c7aee680ec664f	-1.737
02fa2c5efa2fe861959ee2315678	-0.032
02fa531a7f6dd3785c8c2c5e835c	0.816
02fb6f2f67be9d49f0aa852a8bbb	0.116
03a0749b488aed157e9c91ea4824	1.904
03a5b1266efd3a95ca7f393aa269	-0.728
03a38f3032001efec946f9e75ec7	-2.304
03a42c0fb7c24d369c566f7a301d	-0.699
03a63befe945aed6a9d76c15a48e	-0.601
03a77f4e7b3c03e2590b4e8b7cc7	-1.169
03a136f31d807ff4d8778223e8bd	-1.175
03a557c5774a7bd9016f4b56e3ed	0.8
03a2353fa926f271af88f6b889cc	-1.489
03ac39bbbe9db8f8ba0d273d9748	0.017
03aee6d5965b501527cf9229c4b0	-0.325
03af1835139e36467d341dfeb507	-3.03
03b6c00843de027a97e57ffe4e6c	-0.102
03b9cec098427a193b99103718b4	0.905
03b29e99c95e54287a062c01527d	-1.94
03b48be7e3d18a8b7dba2af276fc	-0.18
03b171ac52a4caa21782eb3b7a5f	-0.094
03b643ef4c5984e0e284341e75f0	-0.716
03b6174379c24f0c734e390e82a6	0.281
03bd9ce6e8148506d3968f4fcbc5	-0.069
03bdf07ad49649f5cc9ecd411d44	-0.443
03be992020cb3a3cb84774055443	-1.227
03bf8b962b26576af479086fd140	-0.996
03bf56a3a41eed8ae131615e9beb	-2.268
03c2d63240435f8e717224612cce	-0.378
03c70e04a32fb7028e45a2799447	-0.724
03c832e3ddbd5c86998bdf82f911	0.13
03ca9ac961ca7038619dfab6f924	-0.328
03ccba4e935197c61d6cc2464dfa	1.178
03ce77ef0742cc59c56a75d7a0dc	0.118
03d016d08caafcabdaa70332cbf1	-1.519
03d0e0ae90db47a75af3cb196b27	-0.073
03d2c559304b8b81398166c6e8ac	-0.703
03d32b70a62e7bfe17a8d593d342	-0.972
03d53c09ed7a799a88f9668ed55d	-0.405
03d93de3d4f3e77822ad38c02a4f	0.248
03d15449fd3a59f387218a6aafdd	-1.625
03dcaf4a515a97d106f13964878d	-1.592
03dd15cb2f49bdbdab7d40d640b1	-1.497
03ddc896a5597c468e5bc0fc4989	-0.033
03de05f28946957e4871c90b35ea	-0.161
03e64c7ea0e321c186ffdb5eb0ad	-1.719
03e73db00a553bc3129ed86b41ab	1.878
03e4970df726a300672ec4c11955	-1.304
03e3508146d595731c5e86e76e97	-0.97
03ecf8c7a9e3addcdf496c114079	-0.187
03eeb4b5ea191202c8dffa422546	-0.134
03ef6d2f01e58e99f7f36745b4b1	-0.151
03f6ca79cd35aa2607869760c5b1	0.418
03f9d9cb3689f1c303cded6d7976	-0.593
03f34e629029abf331de86bfe84d	-1.485
03f36bb1c52a4e2c3a361fde84b0	-0.595
03f1339118bbec5cccb3473f19b1	0.791
03f2424262e5fc950e7559951c14	-2.094
03f99243222a27cd56c16dd4ed93	-0.015
03fa2e7703a4cb3d6d916d66bf5d	-0.776
03fdadfd9e403beb2c8214a9a338	-0.956
03fe75ca8d79af364d5856fe9da8	0.504
04a8fcc61a9bf41c1226782b733f	1.096
04a15e6c3205deb9791d6a787f6e	0.489
04a26833aa65c955b96e7f55fb33	-1.031
04a20258287d72fa8b23047ecf9d	-1.339
04ab54eabd1059fc48ddf70904c1	0.049
04ac074ba6103bfeba3746b070eb	1.448
04ac11836a3c9a7cd5c9477f3def	-0.23
04aed7d5d8a25633b2be19539502	1.158
04aee4b98e49ccb0cb8b025e824f	-1.221
04af14d816d9ea799fe79f9e61ed	-1.139
04b5daa86e6e039d964462e7ce41	-0.033
04b13a2c39a699e4c63c10e57d86	0.426
04b91d6a7ab464ef5d2a643fdbec	0.481
04ba5ad7d8a1eaf13cbfb2508410	-0.178
04bb696b00f5afa6d9987db80a9c	-0.769
04bba3a1b75b8a03ed3a9fefb8f6	-2.168
04c0fa05f17abe3230a36b08d71b	-0.315
04c1df40ce6a8ebab591c55d6f46	-1.398
04c6c68aaa92bd8817c6dcc8cbf0	-1.791
04c235c2d41981088915b27e35d3	-1.691
04c507bf2859d6d73d656b8cb6d4	-0.196
04ca0f260b6ee4e6d21f8ca55232	-0.28
04ca590c9bf28ed3ba1408fa8a4e	-0.393
04ca4989d5dc2fb387a57cdf59e3	0.757
04cb490cf0a15c16b47ac8f2ccd1	-1.715
04cd61b261424875df25a0c50c05	-0.51
04cf0e6309dba26a57dfac6811f1	0.387
04cfad55d167c8bcf1d3174024fc	-1.102
04d1c0b70d9bbaa2442641c58f50	-0.913
04d67c8999683e33cc4940bd6870	-1.578
04d70b54dfd92e2a18bfc957a453	1.313
04d854cb186b2ef414cc676765ef	-0.729
04d888bc83487faa2e4fffa8ae90	-0.552
04d2653c831dc53f240ed42aaebf	0.113
04d79453c80b7907a3fa50ca800d	0.823
04d504809ac1d9789608af4e83df	-0.297
04dbf1512c1b14db82fb693bdc1d	-1.938
04dec6e43ef7aded7231f71e47ed	0.205
04dede8cc2ed42b31d1b5d293668	-0.511
04e042d5393d958f51991f6c4078	0.556
04e2b5144a029ae1d3ac9ea92f20	-1.861
04e7e4d59904201bbaf5b9ded1c0	0.014
04e60e513d87a02270362d5cf581	0.331
04e574b098ff5833b82ee85f4023	2.729
04e805c7fcf3d97ea4d242143ef8	-1.248
04e8660ea8c8586289ab4f34530e	0.121
04e20860d483758f34987cad5776	-0.27
04e22324d8a502bf9cb30f9f0718	0.411
04e203860d7b9cb1629a444425d9	-1.396
04e287982d2849348946c4ef3601	0.066
04eabb579ea73f34b804cd01cd7c	-0.773
04eb38365d7c959f415f2217de8e	1.712
04f0c5276c08b1ceea0fcc3e2942	-2.022
04f3cc94faee3cf69050a8f4a466	-2.29
04f50b90299f806916e943ebc9ae	-2.869
04f950e92fcfb8aa6f640ec47446	0.064
04f6691accf0a83113d4330c9a02	-0.028
04f45400bdec4d370833c94f4944	-1.53
04f3722111c56a761e2324414838	-0.17
04fa80ed3a75b1ded47eb4978805	-2.292
04ff4d877ac056d3e479fed7f2a2	-0.331
05a07f5397a7d04329e3d6afcbe3	-0.925
05a7dd89f46ac1f71a5c58b1f6d4	-0.287
05a66ecff2361f6a15c44f28e598	-0.42
05a353bc637aacfa5571120e68f8	-0.818
05a435c60376f0d9ed065b24368b	0.482
05a91248ef8b4479a880c36d0251	0.122
05a71037286b8a625a6c7eb1852b	-1.454
05abbe18cf8b09021782b3c45d56	-0.347
05ad365cd527b118c8d34df0bf44	-0.136
05b0e3e30584d0ae5ebb5477c72a	-0.664
05b99a8ec0ce4f260042f835ba39	-0.829
05b130d8270e86ec49aa8e210405	-2.782
05b213fdf6930575e88fb2f58dda	-0.706
05b54524b3d095c39d1131b574f2	-1.041
05b4914521c17abd3c56f5e38364	0.842
05ba6b94a85a5b2d2482273a0ea1	0.985
05bf3366b0bbe99d427c820628ca	-0.73
05bfe41da4bc2375e7b29dd3e0e9	-0.267
05c0561ce71e4d516dbdcaee3529	-0.199
05c0dcf50571d9c1f54ca034c9e7	0.83
05c2a68fa99dbcc0e2c55bf610e5	0.01
05c5c582a011b99f8e9b9a813b18	0.101
05c257f5ba6ad1d89ba1fc8db7a0	0.204
05c859f6e1f133471c62ca99b878	-1.27
05cd6b27a9122ad76f1f2f7f66dc	0.035
05ce5d97c9bfb1334f4c44c569e7	-2.235
05d01e03b8a5c6f99ce45b1ddb9c	-0.47
05d06ca150d6d2da2596d8af96d6	-1.166
05d4ee6d4912bb938772ef57c06a	-0.435
05d4f071306d95d7cc8468f1f3f3	0.569
05d8f57f9b8c975139047d5b97e5	-1.227
05d19a88f15774c4b2f88243d7ed	-2.615
05d73d538eb19419672177e17c72	-0.553
05d278fa2275b31da20b7d80144e	-0.879
05d4806f5d0be2dc48640c98c1dd	-0.083
05d65392226b004e037510dd4c8a	0.183
05d66075846b1e575b9cb5cd808d	-0.109
05de56a90820a2fb77be64b2ae17	-1.073
05de241fbbf572ae534caf031fc4	0.06
05e09cb3ab6eb8613213fee72bd9	0.216
05e0e38f5dc9796f734590cd80fd	-1.583
05e2a41237281814c53fc1aeac53	-0.041
05e2cf13654a116c099e210532e4	-1.056
05e6c2dd418e089a065f0dc56e08	-2.315
05e6d8468855c71a623c83612c28	-1.503
05e8b783cfc7022d284c331cb3ed	0.009
05e8f5e7522c6e38d0b64599297f	-1.149
05e8f9c0d351d4fef7d2c8672bb5	-1.257
05e270d7d2dfb962cfb6b14dbce0	0.022
05e779e2c0fa81624adbde9c9384	1.234
05e3055b80b68f20a27d1003045f	-1.155
05ec371fc1c3ae85827ed096ccb2	0.942
05f00de76dcc4b596c15ed7f9586	-0.983
05f7d8ec2da8fd0bebd7ce1d6a70	0.654
05f9c27883d207727f5b91f88949	-0.171
05f828eb43bcdee8417ed0d75cd2	0.869
05faf649f7900605ae3eafdea9d8	-1.07
05fd7fd70c3f611e505d8b6128b2	-0.797
05fe535ea1c588ae46400dd6b7c8	-0.922
06a124344644c8f58c53c4a833df	-0.833
06ab65fd4ad80eed20b150d85bea	-2.811
06ad91aeda6c142c9c2519e67be0	0.8
06ae78bb5dbbf7b70f83cce6636f	-0.689
06afd1801e3e46ac2b537169d097	2.516
06b07395b1ad6f24cb3e36b8a7e4	0.597
06b5f3345335243132c7809b8aba	0.93
06b8e4892cc6dec9ef5f9a2e842e	-2.042
06b26e2ae9cf5ecd81223932b035	-2.065
06b52a2469f120c98426385485a8	0.217
06b420cf2215a134c6ae61f4ec92	-0.672
06b455d2b447431e692c22c66ee1	0.248
06b16179ad0df35fd4f6fbd08ae5	-1.092
06b47732c79c6e6b999cb210ad9a	-1.851
06bc48982c6686d0c63ad47ed0e5	-1.136
06bc7986044cbc5ce1c0c105983e	0.994
06be2d3c7f4cef9cc423d7ec5317	-1.213
06be7ce8e0d9b66af23d7d7159c9	-1.027
06c0377aba0f108e3c45337a4eb6	2.182
06c3d9e0067f99d3790a45fecbfc	0.665
06c4b3d5df3e2dec35e9731b5f7e	-0.496
06c4e23e712d16db23d6e82067ea	-1.349
06c21a1beefa08477b24785030b4	2.747
06c323a2bd3291fb783ba17f4e08	0.867
06c375e46a587293c00ec9fdb455	0.321
06c583e5ed3afdb489c3dca1dc36	0.464
06c619eccdbd79549878fd4f9290	0.323
06cba979674ed0e691102d1599b7	0.366
06cbf4b0c74f88d40856e7cf293b	-1.002
06cd8434612dce25d8573f1fd230	-1.007
06d1ba88e6e3c22c44cec633c711	0.37
06d10bb8ad5f940fe09b44999a92	-0.58
06d14e6fca9a227ce2a3ddf4abaa	1.446
06d30e1f02709d29b97218b43a96	-1.064
06d84b40f741fc1d9dcc4f41e766	-1.623
06d600bc8bdd9adb1bad0d13d9cc	-0.648
06dc3a63096cfd36495d3a15993d	-0.924
06df9bf8fda0ee26f69596eb9b70	0.212
06df230efa08844c7784bc89fc65	-2.917
06e3ee09e56aac84b335feb6be1f	-1.069
06e3f77fb77bac154c6d87c2c3f9	-1.484
06e8aaa62fd46a54897de410b5ea	0.885
06e441f6d1b88d0ffadf17cc2e74	1.435
06e724e9f50ca1dae4f9fec4b94f	-1.164
06ea16866ce2d102be0a338fc496	0.379
06ece4922db3d0e3b39e2edc6954	-0.684
06f1a6a06aaae363e26b6d77d4d2	-0.432
06f3a2049a3de6948c616ba59087	-1.295
06f7fdd6ab2eeba993a3d6f6db81	-0.104
06f9a865ce037ed54edff804031c	0.605
06f69c39e39a165e81f36399f2e2	0.116
06f67128fc7c0a3982b11cedcf14	0.255
06fa63c8889db87e115f520cef35	-1.009
06faea50b84ca3175b5125dd99cd	-0.106
06fb23c0651aa5866f86de75f643	-3.286
06fcf8865feba8593c21ef22528b	-0.177
06fe1fcf1ef8f87d3fcc31f86bae	0.062
07a01b8171fb80628d3cf1e8c9ba	0.208
07a02a696860dbe735a0c76ca2d2	-0.67
07a044dbd3fb6ab3b04ce4539011	0.286
07a0206753423fb55e65d26dab90	-0.349
07aa953bd42c12f19ea9d81e17fa	-0.335
07ab322c9094ba2a222b1d0cc00c	-0.041
07aee344e1e91248355e13831f80	-0.986
07af8438ef05a6db01335fd7c56a	0.513
07aff95243c982b8aff7872ed3eb	-0.618
07b06a43f81bfe1f1564f5ab0953	-0.895
07b20ff886c651c4cb170162bdf4	0.195
07b84ff448441a038e1ad3a1ea8e	-0.041
07bd192a4ee10c40d966ae23a575	0.009
07becdfac403abdce64864459eb3	-1.637
07bf481f7f32406fad10513962e2	0.98
07c3fa78f201bd1778bbaed6e922	-0.745
07c4bc410bf49d1fa37bd4db7349	0.803
07c14afb9797c2e8e64b06567f39	-0.953
07c90d6abb35a825f0a1fc95eb08	-0.224
07cc62d2652faf6dba63e149a218	-0.788
07d2f9c63ac104f6f29379dab6c2	-2.812
07d4b675a56789f7e8069cfe921c	-2.386
07d903af6d26ae94c1d8b9da4f23	-0.273
07d6334c55fa3cb2be5908827a85	0.322
07da5f7993c0aa1f524e07d56f47	0.283
07dc29844f328bcd2e700a47a77f	-0.961
07dddd28ce5d8d647acca0fd0a2a	-0.573
07de63c17ed9bc92e9dbdb5f34d7	-0.462
07dfadcf771b82c12b7f6f70f45e	-0.4
07dfafa3f738199c4407b9d290df	0.769
07e0299a65c7bcdf3b51438f3333	-0.014
07e2e9832eb12d08314fe7c4c0a4	0.064
07e5f121a9bdde73a92643d12ddf	-1.819
07e9d28e9874ae421b2756fdaf9e	-0.223
07e76de480e39c7eacc530005ee0	1.61
07e771bbfe77b3b2d9db051ef875	0.603
07e918bcd8df852e41a822cad1a9	1.095
07e5550a874b7d7dc4a17aedd14e	-1.271
07e55488fbc66b9278088f57d4fa	-0.389
07e664837fe3b8adca7e8e294793	0.155
07eabefaf7de92738e1279c224ea	-0.849
07eaee17aa488a2b47c484dd6ef4	0.371
07ec85e0480a84b88a632c99ffe9	-0.276
07ece99270e17a5c7ef779da1a13	0.486
07edff52c115bf5be9096c103839	-1.891
07ee4843ba8dba21bb0b40bf1ea4	1.177
07f6bb53763c6c19cc0dcaab436c	-0.575
07f79ed6230ae9ebc2e275c5212f	0.156
07f787098f55a073e24bdb816c42	-0.13
07fca6310d4fee41305788d563c2	-0.632
07fcb5c67d5a48a407ebc050633e	1.488
07fd20e9a4a59171d6669d53d871	-0.939
07fdabc80e98b8230420c27c655d	0.999
08a07700cbfd93453c2286b5d0de	0.34
08a8b77becf4bd5a31a9f93c3625	0.683
08a72bb951d9e5cea3e18f530046	-1.328
08a682f3a7719e43614af9fa7ae8	-0.902
08adddeb4cce8ad0ee52ed2825b8	-2.443
08ae2a7a7d8eba247dc3aae54782	0.196
08b06934f79bf869e1bcf85297e5	0.027
08b3a63c709c17465df1d8d52c68	0.047
08b8e56d70728480d0168e10017f	0.096
08b9afcfdb7c55acb0cec2e550f0	-1.283
08b41aac57d6e9dd790c0886a656	-0.676
08b44c2e45023e3dbc4ad56aa736	-0.789
08b38554127affee253c0268897a	-1.567
08b8190051061c62151487f30091	-2.028
08bba9612156d8c97e541961cbc5	-0.542
08c04ccc3dd44b57f3fa62b0968b	0.501
08c1ae98436a534b95e15507c7e1	-0.781
08c5baf24cf0d5fe725c97d48155	0.772
08c7c41f77f38b04d93e71f8243b	-0.985
08c9c2a406960412550de82b5c92	-0.513
08c584be9436cbb0eb7edd1baba4	0.637
08c4465bc1fdc98f11343b3fdcc7	-1.468
08c7887ec7499654addc08a87bec	-1.255
08cc278a090a39c739e12bda83fc	0.008
08cce4fc34b6af16e2e210a01205	-0.489
08cf4784590dd6853deb4209d580	0.302
08d079a784f9dcb793733606b76e	-0.607
08d032738ec02548840fcb6ad4bc	0.794
08d1c2fa3d838462bceddd979a8d	0.21
08d2f9531bc17af363f72717e15c	-2.19
08d6bb67aef5c86f10e21ed15fdc	0.355
08d8a14b97288694b274fcd7ab66	1.118
